Code,Cause,ISO3,Year,Sex,Age Group,Population,Deaths,Death rate per 100 000 population,DALY,DALY rate per 100 000 population
85,Genital herpes,AUS,2016,MLE,YEARS55-59,727173,0.0,0.0,24.92,3.43
400,Upper respiratory infections,AUS,2016,MLE,YEARS55-59,727173,0.0,0.0,526.26,72.37
410,Otitis media,AUS,2016,MLE,YEARS55-59,727173,0.0,0.0,66.19,9.1
420,Maternal conditions,AUS,2016,MLE,YEARS55-59,727173,0.0,0.0,0.0,0.0
490,Neonatal conditions,AUS,2016,MLE,YEARS55-59,727173,0.0,0.0,873.04,120.06
130,Whooping cough,AUS,2016,MLE,YEARS55-59,727173,0.0,0.0,0.27,0.04
140,Diphtheria,AUS,2016,MLE,YEARS55-59,727173,0.0,0.0,0.0,0.0
150,Measles,AUS,2016,MLE,YEARS55-59,727173,0.0,0.0,0.0,0.0
160,Tetanus,AUS,2016,MLE,YEARS55-59,727173,0.0,0.0,0.0,0.0
170,Meningitis,AUS,2016,MLE,YEARS55-59,727173,0.0,0.0,26.66,3.67
180,Encephalitis,AUS,2016,MLE,YEARS55-59,727173,0.0,0.0,2.11,0.29
560,Iodine deficiency,AUS,2016,MLE,YEARS55-59,727173,0.0,0.0,18.06,2.48
570,Vitamin A deficiency,AUS,2016,MLE,YEARS55-59,727173,0.0,0.0,0.0,0.0
580,Iron-deficiency anaemia,AUS,2016,MLE,YEARS55-59,727173,0.0,0.0,193.01,26.54
710,Cervix uteri cancer,AUS,2016,MLE,YEARS55-59,727173,0.0,0.0,0.0,0.0
720,Corpus uteri cancer,AUS,2016,MLE,YEARS55-59,727173,0.0,0.0,0.0,0.0
730,Ovary cancer,AUS,2016,MLE,YEARS55-59,727173,0.0,0.0,0.0,0.0
850,Schizophrenia,AUS,2016,MLE,YEARS55-59,727173,0.0,0.0,2746.82,377.74
811,Thalassaemias,AUS,2016,MLE,YEARS55-59,727173,0.01,0.0,5.1,0.7
812,Sickle cell disorders and trait,AUS,2016,MLE,YEARS55-59,727173,0.0,0.0,1.41,0.19
830,Depressive disorders,AUS,2016,MLE,YEARS55-59,727173,0.0,0.0,5642.13,775.9
1360,Osteoarthritis,AUS,2016,MLE,YEARS55-59,727173,0.0,0.0,5140.74,706.95
1370,Gout,AUS,2016,MLE,YEARS55-59,727173,0.0,0.0,1381.32,189.96
1380,Back and neck pain,AUS,2016,MLE,YEARS55-59,727173,0.0,0.0,8332.21,1145.84
1470,Oral conditions,AUS,2016,MLE,YEARS55-59,727173,0.0,0.0,3831.56,526.91
1505,Sudden infant death syndrome,AUS,2016,MLE,YEARS55-59,727173,0.0,0.0,0.0,0.0
880,Anxiety disorders,AUS,2016,MLE,YEARS55-59,727173,0.0,0.0,2826.15,388.65
890,Eating disorders,AUS,2016,MLE,YEARS55-59,727173,0.0,0.0,0.0,0.0
900,Autism and Asperger syndrome,AUS,2016,MLE,YEARS55-59,727173,0.0,0.0,616.92,84.84
910,Childhood behavioural disorders,AUS,2016,MLE,YEARS55-59,727173,0.0,0.0,95.53,13.14
990,Migraine,AUS,2016,MLE,YEARS55-59,727173,0.0,0.0,2011.27,276.59
1000,Non-migraine headache,AUS,2016,MLE,YEARS55-59,727173,0.0,0.0,537.68,73.94
1030,Glaucoma,AUS,2016,MLE,YEARS55-59,727173,0.0,0.0,47.27,6.5
1040,Cataracts,AUS,2016,MLE,YEARS55-59,727173,0.0,0.0,231.77,31.87
1050,Uncorrected refractive errors,AUS,2016,MLE,YEARS55-59,727173,0.0,0.0,1896.15,260.76
1060,Macular degeneration,AUS,2016,MLE,YEARS55-59,727173,0.0,0.0,40.85,5.62
1070,Other vision loss,AUS,2016,MLE,YEARS55-59,727173,0.0,0.0,617.24,84.88
1080,Other hearing loss,AUS,2016,MLE,YEARS55-59,727173,0.0,0.0,5477.73,753.29
1280,Benign prostatic hyperplasia,AUS,2016,MLE,YEARS55-59,727173,0.0,0.0,493.08,67.81
1290,Urolithiasis,AUS,2016,MLE,YEARS55-59,727173,0.0,0.0,101.67,13.98
1310,Infertility,AUS,2016,MLE,YEARS55-59,727173,0.0,0.0,0.0,0.0
1320,Gynecological diseases,AUS,2016,MLE,YEARS55-59,727173,0.0,0.0,0.0,0.0
1240,Appendicitis,AUS,2016,MLE,YEARS55-59,727173,0.0,0.0,12.99,1.79
680,"Trachea, bronchus, lung cancers",AUS,2017,FMLE,YEARS65-69,606701,475.02,78.3,11668.51,1923.27
700,Breast cancer,AUS,2017,FMLE,YEARS65-69,606701,360.72,59.46,10236.58,1687.25
1130,Ischaemic heart disease,AUS,2017,FMLE,YEARS65-69,606701,305.84,50.41,8305.22,1368.91
1180,Chronic obstructive pulmonary disease,AUS,2017,FMLE,YEARS65-69,606701,282.07,46.49,11998.34,1977.64
650,Colon and rectum cancers,AUS,2017,FMLE,YEARS65-69,606701,220.54,36.35,5837.9,962.24
1140,Stroke,AUS,2017,FMLE,YEARS65-69,606701,172.69,28.46,6436.62,1060.92
670,Pancreas cancer,AUS,2017,FMLE,YEARS65-69,606701,166.05,27.37,4048.91,667.36
730,Ovary cancer,AUS,2017,FMLE,YEARS65-69,606701,146.97,24.22,3651.52,601.86
760,"Lymphomas, multiple myeloma",AUS,2017,FMLE,YEARS65-69,606701,123.84,20.41,3215.84,530.05
800,Diabetes mellitus,AUS,2017,FMLE,YEARS65-69,606701,112.47,18.54,11009.86,1814.71
950,Alzheimer disease and other dementias,AUS,2017,FMLE,YEARS65-69,606701,94.14,15.52,4227.48,696.8
751,Brain and nervous system cancers,AUS,2017,FMLE,YEARS65-69,606701,82.61,13.62,2019.06,332.79
770,Leukaemia,AUS,2017,FMLE,YEARS65-69,606701,74.97,12.36,1913.64,315.42
660,Liver cancer,AUS,2017,FMLE,YEARS65-69,606701,71.47,11.78,1739.09,286.65
720,Corpus uteri cancer,AUS,2017,FMLE,YEARS65-69,606701,70.13,11.56,1856.78,306.05
690,Melanoma and other skin cancers,AUS,2017,FMLE,YEARS65-69,606701,65.2,10.75,2222.05,366.25
1270,Kidney diseases,AUS,2017,FMLE,YEARS65-69,606701,53.34,8.79,2379.14,392.14
390,Lower respiratory infections,AUS,2017,FMLE,YEARS65-69,606701,53.08,8.75,1305.69,215.21
1230,Cirrhosis of the liver,AUS,2017,FMLE,YEARS65-69,606701,49.07,8.09,1217.72,200.71
640,Stomach cancer,AUS,2017,FMLE,YEARS65-69,606701,45.63,7.52,1131.99,186.58
620,Mouth and oropharynx cancers,AUS,2017,FMLE,YEARS65-69,606701,42.38,6.99,1049.08,172.92
630,Oesophagus cancer,AUS,2017,FMLE,YEARS65-69,606701,41.28,6.8,1015.02,167.3
710,Cervix uteri cancer,AUS,2017,FMLE,YEARS65-69,606701,37.46,6.17,976.88,161.02
1610,Self-harm,AUS,2017,FMLE,YEARS65-69,606701,35.85,5.91,1091.83,179.96
745,Kidney cancer,AUS,2017,FMLE,YEARS65-69,606701,34.76,5.73,888.91,146.52
1150,"Cardiomyopathy, myocarditis, endocarditis",AUS,2017,FMLE,YEARS65-69,606701,30.04,4.95,970.63,159.98
1550,Falls,AUS,2017,FMLE,YEARS65-69,606701,26.63,4.39,6665.41,1098.63
1530,Road injury,AUS,2017,FMLE,YEARS65-69,606701,21.5,3.54,1528.89,252.0
1400,Congenital anomalies,AUS,2017,FMLE,YEARS65-69,606701,21.03,3.47,773.11,127.43
1120,Hypertensive heart disease,AUS,2017,FMLE,YEARS65-69,606701,21.03,3.47,650.52,107.22
750,Bladder cancer,AUS,2017,FMLE,YEARS65-69,606701,18.46,3.04,504.4,83.14
752,Gallbladder and biliary tract cancer,AUS,2017,FMLE,YEARS65-69,606701,18.47,3.04,456.96,75.32
755,Mesothelioma,AUS,2017,FMLE,YEARS65-69,606701,17.38,2.86,430.12,70.89
980,Multiple sclerosis,AUS,2017,FMLE,YEARS65-69,606701,17.02,2.81,659.56,108.71
870,Drug use disorders,AUS,2017,FMLE,YEARS65-69,606701,16.58,2.73,745.81,122.93
960,Parkinson disease,AUS,2017,FMLE,YEARS65-69,606701,15.02,2.48,761.6,125.53
1246,Gallbladder and biliary diseases,AUS,2017,FMLE,YEARS65-69,606701,10.01,1.65,803.72,132.47
1242,Paralytic ileus and intestinal obstruction,AUS,2017,FMLE,YEARS65-69,606701,9.01,1.49,251.9,41.52
1110,Rheumatic heart disease,AUS,2017,FMLE,YEARS65-69,606701,9.01,1.49,298.05,49.13
1190,Asthma,AUS,2017,FMLE,YEARS65-69,606701,9.01,1.49,2060.37,339.6
970,Epilepsy,AUS,2017,FMLE,YEARS65-69,606701,9.01,1.49,721.28,118.89
860,Alcohol use disorders,AUS,2017,FMLE,YEARS65-69,606701,8.01,1.32,902.2,148.71
1244,Inflammatory bowel disease,AUS,2017,FMLE,YEARS65-69,606701,8.01,1.32,370.17,61.01
1330,Skin diseases,AUS,2017,FMLE,YEARS65-69,606701,8.01,1.32,1896.88,312.65
1350,Rheumatoid arthritis,AUS,2017,FMLE,YEARS65-69,606701,7.01,1.16,1696.08,279.56
1248,Pancreatitis,AUS,2017,FMLE,YEARS65-69,606701,7.01,1.16,206.96,34.11
110,Diarrhoeal diseases,AUS,2017,FMLE,YEARS65-69,606701,5.01,0.83,445.86,73.49
200,Acute hepatitis C,AUS,2017,FMLE,YEARS65-69,606701,5.01,0.83,121.82,20.08
753,Larynx cancer,AUS,2017,FMLE,YEARS65-69,606701,4.34,0.72,116.12,19.14
754,Thyroid cancer,AUS,2017,FMLE,YEARS65-69,606701,3.26,0.54,130.82,21.56
1570,Drowning,AUS,2017,FMLE,YEARS65-69,606701,3.07,0.51,98.45,16.23
1575,Exposure to mechanical forces,AUS,2017,FMLE,YEARS65-69,606701,3.07,0.51,2707.93,446.34
1240,Appendicitis,AUS,2017,FMLE,YEARS65-69,606701,3.0,0.49,78.84,12.99
1620,Interpersonal violence,AUS,2017,FMLE,YEARS65-69,606701,2.7,0.45,480.44,79.19
1220,Peptic ulcer disease,AUS,2017,FMLE,YEARS65-69,606701,2.0,0.33,77.08,12.7
850,Schizophrenia,AUS,2017,FMLE,YEARS65-69,606701,2.0,0.33,1727.11,284.67
550,Protein-energy malnutrition,AUS,2017,FMLE,YEARS65-69,606701,2.0,0.33,210.67,34.72
30,Tuberculosis,AUS,2017,FMLE,YEARS65-69,606701,2.01,0.33,66.37,10.94
190,Acute hepatitis B,AUS,2017,FMLE,YEARS65-69,606701,1.92,0.32,57.49,9.48
1560,"Fire, heat and hot substances",AUS,2017,FMLE,YEARS65-69,606701,1.02,0.17,463.75,76.44
1360,Osteoarthritis,AUS,2017,FMLE,YEARS65-69,606701,1.0,0.16,10907.25,1797.8
1370,Gout,AUS,2017,FMLE,YEARS65-69,606701,1.0,0.16,522.1,86.06
1380,Back and neck pain,AUS,2017,FMLE,YEARS65-69,606701,1.0,0.16,7752.72,1277.85
920,Idiopathic intellectual disability,AUS,2017,FMLE,YEARS65-69,606701,1.0,0.16,155.1,25.56
170,Meningitis,AUS,2017,FMLE,YEARS65-69,606701,1.0,0.16,46.2,7.61
840,Bipolar disorder,AUS,2017,FMLE,YEARS65-69,606701,1.0,0.16,1572.65,259.21
1580,Natural disasters,AUS,2017,FMLE,YEARS65-69,606701,0.35,0.06,10.2,1.68
186,Acute hepatitis A,AUS,2017,FMLE,YEARS65-69,606701,0.16,0.03,9.99,1.65
205,Acute hepatitis E,AUS,2017,FMLE,YEARS65-69,606701,0.08,0.01,2.94,0.48
1630,Collective violence and legal intervention,AUS,2017,FMLE,YEARS65-69,606701,0.06,0.01,1.89,0.31
1470,Oral conditions,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,7407.51,1220.95
1505,Sudden infant death syndrome,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,0.0,0.0
1540,Poisonings,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,65.08,10.73
880,Anxiety disorders,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,3147.43,518.78
890,Eating disorders,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,0.0,0.0
900,Autism and Asperger syndrome,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,120.27,19.82
910,Childhood behavioural disorders,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,12.04,1.98
990,Migraine,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,1895.11,312.36
1000,Non-migraine headache,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,544.29,89.71
1030,Glaucoma,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,179.84,29.64
1040,Cataracts,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,509.17,83.92
1050,Uncorrected refractive errors,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,2241.92,369.53
1060,Macular degeneration,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,225.54,37.17
1070,Other vision loss,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,937.87,154.59
1080,Other hearing loss,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,6146.32,1013.07
1241,Gastritis and duodenitis,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,213.06,35.12
1280,Benign prostatic hyperplasia,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,0.0,0.0
1290,Urolithiasis,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,24.07,3.97
1310,Infertility,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,0.0,0.0
1320,Gynecological diseases,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,1684.53,277.65
220,Malaria,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,0.0,0.0
230,African trypanosomiasis,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,0.0,0.0
240,Chagas disease,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,0.47,0.08
250,Schistosomiasis,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,0.0,0.0
260,Leishmaniasis,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,0.0,0.0
270,Lymphatic filariasis,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,0.0,0.0
280,Onchocerciasis,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,0.0,0.0
285,Cysticercosis,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,0.0,0.0
295,Echinococcosis,AUS,2017,FMLE,YEARS65-69,606701,0.02,0.0,1.61,0.27
300,Dengue,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,14.83,2.44
310,Trachoma,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,0.11,0.02
315,Yellow fever,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,0.0,0.0
320,Rabies,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,0.0,0.0
340,Ascariasis,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,0.0,0.0
350,Trichuriasis,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,0.0,0.0
360,Hookworm disease,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,0.0,0.0
362,Food-bourne trematodes,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,0.0,0.0
365,Leprosy,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,0.0,0.0
180,Encephalitis,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,3.63,0.6
400,Upper respiratory infections,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,378.04,62.31
410,Otitis media,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,34.1,5.62
420,Maternal conditions,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,0.0,0.0
490,Neonatal conditions,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,635.2,104.7
50,Syphilis,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,0.28,0.05
60,Chlamydia,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,0.01,0.0
70,Gonorrhoea,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,0.01,0.0
80,Trichomoniasis,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,19.49,3.21
85,Genital herpes,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,30.15,4.97
100,HIV/AIDS,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,16.51,2.72
130,Whooping cough,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,0.0,0.0
140,Diphtheria,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,0.0,0.0
150,Measles,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,0.0,0.0
160,Tetanus,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,0.0,0.0
811,Thalassaemias,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,7.43,1.22
812,Sickle cell disorders and trait,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,1.53,0.25
830,Depressive disorders,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,4813.85,793.45
560,Iodine deficiency,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,17.06,2.81
570,Vitamin A deficiency,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,0.0,0.0
580,Iron-deficiency anaemia,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,230.77,38.04
740,Prostate cancer,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,0.0,0.0
742,Testicular cancer,AUS,2017,FMLE,YEARS65-69,606701,0.0,0.0,0.0,0.0
1130,Ischaemic heart disease,AUS,2017,MLE,YEARS65-69,586182,876.12,149.46,22701.33,3872.74
680,"Trachea, bronchus, lung cancers",AUS,2017,MLE,YEARS65-69,586182,732.34,124.93,17959.58,3063.82
650,Colon and rectum cancers,AUS,2017,MLE,YEARS65-69,586182,371.75,63.42,9784.51,1669.19
1180,Chronic obstructive pulmonary disease,AUS,2017,MLE,YEARS65-69,586182,314.16,53.59,11692.01,1994.6
740,Prostate cancer,AUS,2017,MLE,YEARS65-69,586182,286.39,48.86,9510.23,1622.4
800,Diabetes mellitus,AUS,2017,MLE,YEARS65-69,586182,237.06,40.44,15559.46,2654.37
1140,Stroke,AUS,2017,MLE,YEARS65-69,586182,228.05,38.9,7077.11,1207.32
670,Pancreas cancer,AUS,2017,MLE,YEARS65-69,586182,208.79,35.62,5092.92,868.83
760,"Lymphomas, multiple myeloma",AUS,2017,MLE,YEARS65-69,586182,191.89,32.74,5022.91,856.89
660,Liver cancer,AUS,2017,MLE,YEARS65-69,586182,185.69,31.68,4522.49,771.52
690,Melanoma and other skin cancers,AUS,2017,MLE,YEARS65-69,586182,164.53,28.07,4651.98,793.61
630,Oesophagus cancer,AUS,2017,MLE,YEARS65-69,586182,154.71,26.39,3779.24,644.72
1230,Cirrhosis of the liver,AUS,2017,MLE,YEARS65-69,586182,149.64,25.53,3661.54,624.64
950,Alzheimer disease and other dementias,AUS,2017,MLE,YEARS65-69,586182,136.58,23.3,4898.51,835.66
751,Brain and nervous system cancers,AUS,2017,MLE,YEARS65-69,586182,136.46,23.28,3332.56,568.52
770,Leukaemia,AUS,2017,MLE,YEARS65-69,586182,128.59,21.94,3263.6,556.76
1610,Self-harm,AUS,2017,MLE,YEARS65-69,586182,128.17,21.87,3282.76,560.02
620,Mouth and oropharynx cancers,AUS,2017,MLE,YEARS65-69,586182,125.31,21.38,3106.23,529.91
390,Lower respiratory infections,AUS,2017,MLE,YEARS65-69,586182,106.46,18.16,2602.34,443.95
1150,"Cardiomyopathy, myocarditis, endocarditis",AUS,2017,MLE,YEARS65-69,586182,99.43,16.96,2772.35,472.95
745,Kidney cancer,AUS,2017,MLE,YEARS65-69,586182,92.59,15.8,2360.12,402.63
640,Stomach cancer,AUS,2017,MLE,YEARS65-69,586182,85.04,14.51,2130.66,363.48
1270,Kidney diseases,AUS,2017,MLE,YEARS65-69,586182,83.17,14.19,3193.55,544.81
755,Mesothelioma,AUS,2017,MLE,YEARS65-69,586182,64.25,10.96,1596.35,272.33
1550,Falls,AUS,2017,MLE,YEARS65-69,586182,59.54,10.16,7563.92,1290.37
1530,Road injury,AUS,2017,MLE,YEARS65-69,586182,55.85,9.53,2532.06,431.96
750,Bladder cancer,AUS,2017,MLE,YEARS65-69,586182,53.37,9.1,1487.48,253.76
1120,Hypertensive heart disease,AUS,2017,MLE,YEARS65-69,586182,45.19,7.71,1238.66,211.31
860,Alcohol use disorders,AUS,2017,MLE,YEARS65-69,586182,33.14,5.65,2285.26,389.86
960,Parkinson disease,AUS,2017,MLE,YEARS65-69,586182,31.13,5.31,1425.93,243.26
753,Larynx cancer,AUS,2017,MLE,YEARS65-69,586182,25.05,4.27,666.99,113.79
870,Drug use disorders,AUS,2017,MLE,YEARS65-69,586182,20.43,3.49,903.73,154.17
752,Gallbladder and biliary tract cancer,AUS,2017,MLE,YEARS65-69,586182,19.6,3.34,483.1,82.41
1330,Skin diseases,AUS,2017,MLE,YEARS65-69,586182,19.08,3.25,1875.39,319.93
1242,Paralytic ileus and intestinal obstruction,AUS,2017,MLE,YEARS65-69,586182,19.08,3.25,497.09,84.8
1400,Congenital anomalies,AUS,2017,MLE,YEARS65-69,586182,19.08,3.25,662.7,113.05
1248,Pancreatitis,AUS,2017,MLE,YEARS65-69,586182,13.06,2.23,358.12,61.09
1220,Peptic ulcer disease,AUS,2017,MLE,YEARS65-69,586182,12.05,2.06,322.54,55.02
1246,Gallbladder and biliary diseases,AUS,2017,MLE,YEARS65-69,586182,10.04,1.71,572.29,97.63
1575,Exposure to mechanical forces,AUS,2017,MLE,YEARS65-69,586182,9.08,1.55,6663.65,1136.79
1350,Rheumatoid arthritis,AUS,2017,MLE,YEARS65-69,586182,9.04,1.54,835.91,142.6
1190,Asthma,AUS,2017,MLE,YEARS65-69,586182,8.03,1.37,1350.24,230.34
970,Epilepsy,AUS,2017,MLE,YEARS65-69,586182,7.03,1.2,661.73,112.89
980,Multiple sclerosis,AUS,2017,MLE,YEARS65-69,586182,7.03,1.2,294.62,50.26
200,Acute hepatitis C,AUS,2017,MLE,YEARS65-69,586182,7.03,1.2,170.73,29.13
754,Thyroid cancer,AUS,2017,MLE,YEARS65-69,586182,6.55,1.12,187.97,32.07
1620,Interpersonal violence,AUS,2017,MLE,YEARS65-69,586182,5.77,0.98,1084.72,185.05
700,Breast cancer,AUS,2017,MLE,YEARS65-69,586182,5.44,0.93,144.85,24.71
550,Protein-energy malnutrition,AUS,2017,MLE,YEARS65-69,586182,5.02,0.86,239.86,40.92
100,HIV/AIDS,AUS,2017,MLE,YEARS65-69,586182,5.06,0.86,201.66,34.4
110,Diarrhoeal diseases,AUS,2017,MLE,YEARS65-69,586182,5.02,0.86,513.56,87.61
1570,Drowning,AUS,2017,MLE,YEARS65-69,586182,5.05,0.86,131.7,22.47
1110,Rheumatic heart disease,AUS,2017,MLE,YEARS65-69,586182,4.02,0.69,143.17,24.42
190,Acute hepatitis B,AUS,2017,MLE,YEARS65-69,586182,3.39,0.58,95.09,16.22
1560,"Fire, heat and hot substances",AUS,2017,MLE,YEARS65-69,586182,3.03,0.52,676.0,115.32
1380,Back and neck pain,AUS,2017,MLE,YEARS65-69,586182,3.01,0.51,6785.57,1157.59
742,Testicular cancer,AUS,2017,MLE,YEARS65-69,586182,2.21,0.38,58.98,10.06
170,Meningitis,AUS,2017,MLE,YEARS65-69,586182,2.01,0.34,65.8,11.23
30,Tuberculosis,AUS,2017,MLE,YEARS65-69,586182,2.02,0.34,68.38,11.67
1540,Poisonings,AUS,2017,MLE,YEARS65-69,586182,2.02,0.34,104.06,17.75
1244,Inflammatory bowel disease,AUS,2017,MLE,YEARS65-69,586182,2.01,0.34,240.93,41.1
1241,Gastritis and duodenitis,AUS,2017,MLE,YEARS65-69,586182,1.0,0.17,218.48,37.27
850,Schizophrenia,AUS,2017,MLE,YEARS65-69,586182,1.0,0.17,1456.45,248.46
1470,Oral conditions,AUS,2017,MLE,YEARS65-69,586182,1.0,0.17,4027.35,687.05
205,Acute hepatitis E,AUS,2017,MLE,YEARS65-69,586182,0.63,0.11,16.15,2.76
1580,Natural disasters,AUS,2017,MLE,YEARS65-69,586182,0.44,0.08,13.63,2.33
1630,Collective violence and legal intervention,AUS,2017,MLE,YEARS65-69,586182,0.06,0.01,2.66,0.45
186,Acute hepatitis A,AUS,2017,MLE,YEARS65-69,586182,0.08,0.01,8.56,1.46
295,Echinococcosis,AUS,2017,MLE,YEARS65-69,586182,0.03,0.01,1.87,0.32
300,Dengue,AUS,2017,MLE,YEARS65-69,586182,0.0,0.0,12.7,2.17
310,Trachoma,AUS,2017,MLE,YEARS65-69,586182,0.0,0.0,0.1,0.02
315,Yellow fever,AUS,2017,MLE,YEARS65-69,586182,0.0,0.0,0.0,0.0
320,Rabies,AUS,2017,MLE,YEARS65-69,586182,0.0,0.0,0.0,0.0
340,Ascariasis,AUS,2017,MLE,YEARS65-69,586182,0.0,0.0,0.0,0.0
350,Trichuriasis,AUS,2017,MLE,YEARS65-69,586182,0.0,0.0,0.0,0.0
360,Hookworm disease,AUS,2017,MLE,YEARS65-69,586182,0.0,0.0,0.0,0.0
362,Food-bourne trematodes,AUS,2017,MLE,YEARS65-69,586182,0.0,0.0,0.0,0.0
365,Leprosy,AUS,2017,MLE,YEARS65-69,586182,0.0,0.0,0.0,0.0
180,Encephalitis,AUS,2017,MLE,YEARS65-69,586182,0.0,0.0,1.59,0.27
400,Upper respiratory infections,AUS,2017,MLE,YEARS65-69,586182,0.0,0.0,393.25,67.09
410,Otitis media,AUS,2017,MLE,YEARS65-69,586182,0.0,0.0,40.1,6.84
420,Maternal conditions,AUS,2017,MLE,YEARS65-69,586182,0.0,0.0,0.0,0.0
490,Neonatal conditions,AUS,2017,MLE,YEARS65-69,586182,0.0,0.0,459.32,78.36
220,Malaria,AUS,2017,MLE,YEARS65-69,586182,0.0,0.0,0.0,0.0
230,African trypanosomiasis,AUS,2017,MLE,YEARS65-69,586182,0.0,0.0,0.0,0.0
240,Chagas disease,AUS,2017,MLE,YEARS65-69,586182,0.0,0.0,0.63,0.11
250,Schistosomiasis,AUS,2017,MLE,YEARS65-69,586182,0.0,0.0,0.0,0.0
260,Leishmaniasis,AUS,2017,MLE,YEARS65-69,586182,0.0,0.0,0.0,0.0
270,Lymphatic filariasis,AUS,2017,MLE,YEARS65-69,586182,0.0,0.0,0.0,0.0
280,Onchocerciasis,AUS,2017,MLE,YEARS65-69,586182,0.0,0.0,0.0,0.0
285,Cysticercosis,AUS,2017,MLE,YEARS65-69,586182,0.0,0.0,0.0,0.0
50,Syphilis,AUS,2017,MLE,YEARS65-69,586182,0.0,0.0,1.52,0.26
60,Chlamydia,AUS,2017,MLE,YEARS65-69,586182,0.0,0.0,0.13,0.02
70,Gonorrhoea,AUS,2017,MLE,YEARS65-69,586182,0.0,0.0,0.11,0.02
80,Trichomoniasis,AUS,2017,MLE,YEARS65-69,586182,0.0,0.0,0.68,0.12
85,Genital herpes,AUS,2017,MLE,YEARS65-69,586182,0.0,0.0,17.73,3.02
130,Whooping cough,AUS,2017,MLE,YEARS65-69,586182,0.0,0.0,0.0,0.0
140,Diphtheria,AUS,2017,MLE,YEARS65-69,586182,0.0,0.0,0.0,0.0
150,Measles,AUS,2017,MLE,YEARS65-69,586182,0.0,0.0,0.0,0.0
160,Tetanus,AUS,2017,MLE,YEARS65-69,586182,0.0,0.0,0.0,0.0
710,Cervix uteri cancer,AUS,2017,MLE,YEARS65-69,586182,0.0,0.0,0.0,0.0
720,Corpus uteri cancer,AUS,2017,MLE,YEARS65-69,586182,0.0,0.0,0.0,0.0
730,Ovary cancer,AUS,2017,MLE,YEARS65-69,586182,0.0,0.0,0.0,0.0
